problem_id,nudge_type,payoff,decision_cost,weight_dev,max_payoff
641418809982005135,none,185.0,4.0,16.0,202.0
641418809982005135,random,172.0,1.0,16.0,202.0
641418809982005135,extreme,202.0,1.0,16.0,202.0
641418809982005135,greedy,202.0,1.0,16.0,202.0
4794260189792253862,none,198.0,1.0,16.0,198.0
4794260189792253862,random,198.0,1.0,16.0,198.0
4794260189792253862,extreme,198.0,1.0,16.0,198.0
4794260189792253862,greedy,198.0,1.0,16.0,198.0
4794260189792253862,none,154.0,8.0,12.0,168.0
4794260189792253862,random,154.0,5.0,12.0,168.0
4794260189792253862,extreme,154.0,1.0,12.0,168.0
4794260189792253862,greedy,154.0,6.0,12.0,168.0
4794260189792253862,none,168.0,3.0,16.0,169.0
4794260189792253862,random,168.0,15.0,16.0,169.0
4794260189792253862,extreme,168.0,1.0,16.0,169.0
4794260189792253862,greedy,168.0,7.0,16.0,169.0
4794260189792253862,none,161.0,11.0,18.0,161.0
4794260189792253862,random,161.0,11.0,18.0,161.0
4794260189792253862,extreme,161.0,11.0,18.0,161.0
4794260189792253862,greedy,161.0,11.0,18.0,161.0
4794260189792253862,none,192.0,3.0,16.0,192.0
4794260189792253862,random,192.0,1.0,16.0,192.0
4794260189792253862,extreme,148.0,3.0,16.0,192.0
4794260189792253862,greedy,192.0,1.0,16.0,192.0
4794260189792253862,none,185.0,3.0,14.0,185.0
4794260189792253862,random,185.0,3.0,14.0,185.0
4794260189792253862,extreme,185.0,3.0,14.0,185.0
4794260189792253862,greedy,185.0,3.0,14.0,185.0
4794260189792253862,none,223.0,6.0,18.0,223.0
4794260189792253862,random,223.0,11.0,18.0,223.0
4794260189792253862,extreme,223.0,2.0,18.0,223.0
4794260189792253862,greedy,223.0,1.0,18.0,223.0
4794260189792253862,none,162.0,11.0,12.0,167.0
4794260189792253862,random,167.0,3.0,12.0,167.0
4794260189792253862,extreme,142.0,3.0,12.0,167.0
